File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF712JXT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DKT	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										POLR2A-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF158NCR/, /files/ENCFF355JUH/, /files/ENCFF424XHE/, /files/ENCFF356LFX/	376469	ENCODE Processing Pipeline	5f8a759199df40166ca0b59c039d866c		https://www.encodeproject.org/files/ENCFF712JXT/@@download/ENCFF712JXT.bed.gz				released	s3://encode-public/2021/01/06/f945e98c-ddad-425c-a56f-900056567b02/ENCFF712JXT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/f945e98c-ddad-425c-a56f-900056567b02/ENCFF712JXT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mixed read lengths, low read depth, inconsistent platforms, mild to moderate bottlenecking	poor library complexity, insufficient read depth, severe bottlenecking, insufficient replicate concordance, insufficient read length	
ENCFF631ERR	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DKT	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										POLR2A-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF712JXT/	871681	ENCODE Processing Pipeline	a5ff79bd0165efd550daf63fab0847d0		https://www.encodeproject.org/files/ENCFF631ERR/@@download/ENCFF631ERR.bigBed				released	s3://encode-public/2021/01/06/4211a512-8950-44ae-9b6b-cfa54fd7110f/ENCFF631ERR.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/4211a512-8950-44ae-9b6b-cfa54fd7110f/ENCFF631ERR.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mixed read lengths, low read depth, inconsistent platforms, mild to moderate bottlenecking	poor library complexity, insufficient read depth, severe bottlenecking, insufficient replicate concordance, insufficient read length	
ENCFF065BWB	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BNQ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										BCL3-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF554UVL/, /files/ENCFF629LEU/, /files/ENCFF935PCD/	488125822	ENCODE Processing Pipeline	8918fdf9d5d2ba9de7844e771f556c09		https://www.encodeproject.org/files/ENCFF065BWB/@@download/ENCFF065BWB.bigWig				released	s3://encode-public/2020/12/27/411aaeb4-fbdb-4658-90dc-abe6a909a6db/ENCFF065BWB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/411aaeb4-fbdb-4658-90dc-abe6a909a6db/ENCFF065BWB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, moderate library complexity, low read depth, borderline replicate concordance, mild to moderate bottlenecking	poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF452NTN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BNQ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										BCL3-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF554UVL/, /files/ENCFF629LEU/, /files/ENCFF356LFX/, /files/ENCFF935PCD/	365852	ENCODE Processing Pipeline	618b725311c0cc1805ca7f24bd4ed159		https://www.encodeproject.org/files/ENCFF452NTN/@@download/ENCFF452NTN.bed.gz				released	s3://encode-public/2020/12/27/567a67e8-9b25-4f92-a5f9-de82af298ab7/ENCFF452NTN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/567a67e8-9b25-4f92-a5f9-de82af298ab7/ENCFF452NTN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, moderate library complexity, low read depth, borderline replicate concordance, mild to moderate bottlenecking	poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF854PAY	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BNQ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										BCL3-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF452NTN/	763181	ENCODE Processing Pipeline	164c6ad01ae1f13fb5e2f427aaa46ec7		https://www.encodeproject.org/files/ENCFF854PAY/@@download/ENCFF854PAY.bigBed				released	s3://encode-public/2020/12/27/18a24ffe-163c-43c8-b7db-d5c16fc5aa3d/ENCFF854PAY.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/18a24ffe-163c-43c8-b7db-d5c16fc5aa3d/ENCFF854PAY.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, moderate library complexity, low read depth, borderline replicate concordance, mild to moderate bottlenecking	poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF163MNJ	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	GRCh38	ENCSR000AOX	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA						2011-02-10	ENCODE		see document		1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF725UFY/	1327337	ENCODE Processing Pipeline	628d424790e62813f6c346e9c0e1fd2b		https://www.encodeproject.org/files/ENCFF163MNJ/@@download/ENCFF163MNJ.bigBed				released	s3://encode-public/2020/10/29/78e55c30-32cb-4e40-897e-376c6d967441/ENCFF163MNJ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/29/78e55c30-32cb-4e40-897e-376c6d967441/ENCFF163MNJ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, mild to moderate bottlenecking	insufficient read depth, control insufficient read depth	
ENCFF701GHA	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AOX	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA						2011-02-10	ENCODE		see document		1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF306ENK/, /files/ENCFF066RCS/, /files/ENCFF889UPU/, /files/ENCFF349VRN/, /files/ENCFF850RIE/	399497719	ENCODE Processing Pipeline	c79ac3fb7f41ad48bb8cced27bb4e196		https://www.encodeproject.org/files/ENCFF701GHA/@@download/ENCFF701GHA.bigWig				released	s3://encode-public/2020/10/29/c108528d-46fb-40aa-87ce-753cbfe5f032/ENCFF701GHA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/29/c108528d-46fb-40aa-87ce-753cbfe5f032/ENCFF701GHA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, mild to moderate bottlenecking	insufficient read depth, control insufficient read depth	
ENCFF725UFY	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR000AOX	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA						2011-02-10	ENCODE		see document		1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF306ENK/, /files/ENCFF066RCS/, /files/ENCFF889UPU/, /files/ENCFF356LFX/, /files/ENCFF349VRN/, /files/ENCFF850RIE/	564026	ENCODE Processing Pipeline	8a46402b6ac47dfb249c99fd4c24fd07		https://www.encodeproject.org/files/ENCFF725UFY/@@download/ENCFF725UFY.bed.gz				released	s3://encode-public/2020/10/29/270cf839-067f-4375-bb96-fa98a05d307e/ENCFF725UFY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/29/270cf839-067f-4375-bb96-fa98a05d307e/ENCFF725UFY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, mild to moderate bottlenecking	insufficient read depth, control insufficient read depth	
ENCFF841CGX	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BJE	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF075XYL/, /files/ENCFF882OBA/, /files/ENCFF453CMC/, /files/ENCFF139TCV/, /files/ENCFF519KIS/	843751591	ENCODE Processing Pipeline	49320e9c0ebcdf8b3caba0eb0f61b6ed		https://www.encodeproject.org/files/ENCFF841CGX/@@download/ENCFF841CGX.bigWig				released	s3://encode-public/2020/12/28/a859a68a-ae56-4134-8b2c-6da14197d15b/ENCFF841CGX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/a859a68a-ae56-4134-8b2c-6da14197d15b/ENCFF841CGX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity	severe bottlenecking	
ENCFF878FBM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BJE	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF075XYL/, /files/ENCFF882OBA/, /files/ENCFF356LFX/, /files/ENCFF453CMC/, /files/ENCFF139TCV/, /files/ENCFF519KIS/	95110	ENCODE Processing Pipeline	5b966933f42f20f2691a0f3974466f57		https://www.encodeproject.org/files/ENCFF878FBM/@@download/ENCFF878FBM.bed.gz				released	s3://encode-public/2020/12/28/22def549-00c1-4544-a9ab-dfe60afb0bce/ENCFF878FBM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/22def549-00c1-4544-a9ab-dfe60afb0bce/ENCFF878FBM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity	severe bottlenecking	
ENCFF766FEJ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BJE	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF878FBM/	225968	ENCODE Processing Pipeline	24292368c76bd603f453220648f5da81		https://www.encodeproject.org/files/ENCFF766FEJ/@@download/ENCFF766FEJ.bigBed				released	s3://encode-public/2020/12/28/aae5091a-01e6-412c-8d3f-b2ce9807d982/ENCFF766FEJ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/aae5091a-01e6-412c-8d3f-b2ce9807d982/ENCFF766FEJ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity	severe bottlenecking	
ENCFF167KPF	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BGY	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										IRF4-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF700SGU/, /files/ENCFF948MVT/, /files/ENCFF882OBA/, /files/ENCFF075XYL/, /files/ENCFF519KIS/	937543354	ENCODE Processing Pipeline	672e65a88475e6930181863b8c56c34c		https://www.encodeproject.org/files/ENCFF167KPF/@@download/ENCFF167KPF.bigWig				released	s3://encode-public/2020/12/28/81b07212-b897-4184-afcc-7c16d6ee73d8/ENCFF167KPF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/81b07212-b897-4184-afcc-7c16d6ee73d8/ENCFF167KPF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF769ZDL	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BGY	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										IRF4-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF113VGD/	679200	ENCODE Processing Pipeline	492ecf42acb27234603d7e827a06dbd1		https://www.encodeproject.org/files/ENCFF769ZDL/@@download/ENCFF769ZDL.bigBed				released	s3://encode-public/2020/12/28/88aaacf2-0d9c-440d-9e6d-73c66095762a/ENCFF769ZDL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/88aaacf2-0d9c-440d-9e6d-73c66095762a/ENCFF769ZDL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF113VGD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BGY	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										IRF4-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF700SGU/, /files/ENCFF948MVT/, /files/ENCFF882OBA/, /files/ENCFF075XYL/, /files/ENCFF519KIS/	370488	ENCODE Processing Pipeline	4ba9d08ecd621659aae15735967dfd58		https://www.encodeproject.org/files/ENCFF113VGD/@@download/ENCFF113VGD.bed.gz				released	s3://encode-public/2020/12/28/1eb14bcf-623e-4d38-a8cf-16c6a72f54c3/ENCFF113VGD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/1eb14bcf-623e-4d38-a8cf-16c6a72f54c3/ENCFF113VGD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF304QYE	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DNP	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										SUPT20H-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF658PBP/, /files/ENCFF359GVP/, /files/ENCFF345ORP/	516483359	ENCODE Processing Pipeline	59007a962d129fb4c0aaaf9ac8efb912		https://www.encodeproject.org/files/ENCFF304QYE/@@download/ENCFF304QYE.bigWig				released	s3://encode-public/2021/01/02/744407f1-622f-4ee9-82ca-56973a53d09f/ENCFF304QYE.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/744407f1-622f-4ee9-82ca-56973a53d09f/ENCFF304QYE.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, moderate library complexity, low read depth, borderline replicate concordance, mild to moderate bottlenecking	control insufficient read depth	
ENCFF684BIN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DNP	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										SUPT20H-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF658PBP/, /files/ENCFF356LFX/, /files/ENCFF359GVP/, /files/ENCFF345ORP/	793	ENCODE Processing Pipeline	09fb08afc2c542a08b2225fc2cbd58d0		https://www.encodeproject.org/files/ENCFF684BIN/@@download/ENCFF684BIN.bed.gz				released	s3://encode-public/2021/01/02/b4e1ecb1-90e6-4557-ba0c-bad1b0f05c9c/ENCFF684BIN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/b4e1ecb1-90e6-4557-ba0c-bad1b0f05c9c/ENCFF684BIN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, moderate library complexity, low read depth, borderline replicate concordance, mild to moderate bottlenecking	control insufficient read depth	
ENCFF526ZEW	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DNP	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										SUPT20H-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF684BIN/	29380	ENCODE Processing Pipeline	075bf7880345acbd88f3461c8517364b		https://www.encodeproject.org/files/ENCFF526ZEW/@@download/ENCFF526ZEW.bigBed				released	s3://encode-public/2021/01/02/2caf3f7c-44e9-405c-ab73-fd3ad1c8ead2/ENCFF526ZEW.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/2caf3f7c-44e9-405c-ab73-fd3ad1c8ead2/ENCFF526ZEW.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, moderate library complexity, low read depth, borderline replicate concordance, mild to moderate bottlenecking	control insufficient read depth	
ENCFF370IJF	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000AKE	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF432EMI/	2803447	ENCODE Processing Pipeline	550e3c3baa319eefde22af9902cda26b		https://www.encodeproject.org/files/ENCFF370IJF/@@download/ENCFF370IJF.bigBed				released	s3://encode-public/2020/10/29/55aac9b9-c82f-4928-b5e7-9a89df77b937/ENCFF370IJF.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/29/55aac9b9-c82f-4928-b5e7-9a89df77b937/ENCFF370IJF.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released		insufficient read depth, control insufficient read depth	
ENCFF582VIU	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AKE	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF353YPB/, /files/ENCFF677MAG/, /files/ENCFF346JZP/, /files/ENCFF045SJL/	321045462	ENCODE Processing Pipeline	c414aa900201e4c81ece93f37bb283fd		https://www.encodeproject.org/files/ENCFF582VIU/@@download/ENCFF582VIU.bigWig				released	s3://encode-public/2020/10/29/af728194-e034-4ede-a940-68d65253a178/ENCFF582VIU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/29/af728194-e034-4ede-a940-68d65253a178/ENCFF582VIU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released		insufficient read depth, control insufficient read depth	
ENCFF432EMI	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000AKE	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF353YPB/, /files/ENCFF677MAG/, /files/ENCFF346JZP/, /files/ENCFF045SJL/	1708738	ENCODE Processing Pipeline	3de5fb44ebbba8924c93b232aa434c61		https://www.encodeproject.org/files/ENCFF432EMI/@@download/ENCFF432EMI.bed.gz				released	s3://encode-public/2020/10/29/686a0bbd-498e-4e76-a7e0-1acf7bad06b6/ENCFF432EMI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/29/686a0bbd-498e-4e76-a7e0-1acf7bad06b6/ENCFF432EMI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released		insufficient read depth, control insufficient read depth	
ENCFF148RBX	bigWig	bigWig		signal p-value	GRCh38	ENCSR751CJG	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CHD4-human	DNA						2016-11-23	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF834ZDP/, /files/ENCFF556URJ/, /files/ENCFF218GCJ/, /files/ENCFF994WVU/, /files/ENCFF524BQP/, /files/ENCFF748NUK/	2235807100	ENCODE Processing Pipeline	b77f2f23d1cc0a50de2445d3d19cd010		https://www.encodeproject.org/files/ENCFF148RBX/@@download/ENCFF148RBX.bigWig				released	s3://encode-public/2020/12/03/cc0bbebf-a67e-4255-bee8-d3f0b86aa0cd/ENCFF148RBX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/cc0bbebf-a67e-4255-bee8-d3f0b86aa0cd/ENCFF148RBX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF403JIP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR751CJG	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CHD4-human	DNA						2016-11-23	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF834ZDP/, /files/ENCFF556URJ/, /files/ENCFF218GCJ/, /files/ENCFF994WVU/, /files/ENCFF524BQP/, /files/ENCFF356LFX/, /files/ENCFF748NUK/	21745	ENCODE Processing Pipeline	198baf0e4868a5559c8de451c9b27238		https://www.encodeproject.org/files/ENCFF403JIP/@@download/ENCFF403JIP.bed.gz				released	s3://encode-public/2020/12/03/dd90c1e2-0841-4eae-93dd-1474c3099262/ENCFF403JIP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/dd90c1e2-0841-4eae-93dd-1474c3099262/ENCFF403JIP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF962GSN	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR751CJG	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CHD4-human	DNA						2016-11-23	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF403JIP/	102275	ENCODE Processing Pipeline	478954649c0e38be9315db2445e978c5		https://www.encodeproject.org/files/ENCFF962GSN/@@download/ENCFF962GSN.bigBed				released	s3://encode-public/2020/12/03/b68a68c4-5f95-4fff-beda-d94082c2fca3/ENCFF962GSN.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/b68a68c4-5f95-4fff-beda-d94082c2fca3/ENCFF962GSN.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF474KMR	bigWig	bigWig		signal p-value	GRCh38	ENCSR000EUK	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF274-human	DNA						2011-10-29	ENCODE		see document		1	1_1							/files/ENCFF658PBP/, /files/ENCFF833GZY/	169523427	ENCODE Processing Pipeline	d707682f9eeca1ef9f42192c941cc617		https://www.encodeproject.org/files/ENCFF474KMR/@@download/ENCFF474KMR.bigWig				released	s3://encode-public/2021/07/29/2248c5e0-5c50-42aa-9445-e5ba15232c5d/ENCFF474KMR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/07/29/2248c5e0-5c50-42aa-9445-e5ba15232c5d/ENCFF474KMR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		insufficient read depth, insufficient read length	
ENCFF034UEJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EUK	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF274-human	DNA						2011-10-29	ENCODE		see document		1	1_1							/files/ENCFF356LFX/, /files/ENCFF658PBP/, /files/ENCFF833GZY/	7479	ENCODE Processing Pipeline	7084a71fc840244535437a1806f21f6a		https://www.encodeproject.org/files/ENCFF034UEJ/@@download/ENCFF034UEJ.bed.gz				released	s3://encode-public/2021/07/29/9917f9f8-ef9c-4487-baec-d3a8a276717d/ENCFF034UEJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/07/29/9917f9f8-ef9c-4487-baec-d3a8a276717d/ENCFF034UEJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		insufficient read depth, insufficient read length	
